Cluster,kind,RA,DEC,plx,e_plx,CMDclass,quality,logAge_16,logAge_50,logAge_84,FeH_16,FeH_50,FeH_84,Av_16,Av_50,Av_84,dMod_16,dMod_50,dMod_84,X,Y,Z,Rgc
FSR_0596,o,37.47786139870864,58.119699205305935,0.4,0.035,1.0,0,7.67,7.82,7.98,-0.22,-0.07,0.08,2.06,2.14,2.23,11.91,12.08,12.3,-1.862413470957609,1.8202736758101168,-0.0581844037192745,10.149
SAI_47,o,80.93092525278242,42.32181516100215,0.185,0.057,0.89,0,7.59,7.7,7.84,-0.21,-0.04,0.14,1.97,2.06,2.17,12.86,13.12,13.37,-4.0798552036354,0.9918235871741315,0.3098158590201959,12.242
DBSB_144,o,243.0475893207904,-51.50231346833199,0.447,0.034,0.99,0,8.17,8.34,8.48,-0.32,-0.13,0.07,1.52,1.69,1.86,10.81,11.14,11.44,1.4855592732435978,-0.8066770177629388,0.0341495123224986,6.685
HSC_2860,o,257.1949891017616,-40.58448587394419,0.267,0.061,0.06,1,6.71,6.87,7.02,-0.11,0.07,0.29,5.2,5.39,5.54,12.06,12.39,12.76,2.9183966394621423,-0.7205837360295024,0.0223561153129228,5.253
OC_0473,m,123.93218467909368,-44.851716123486256,0.061,0.046,0.5,2,7.83,8.05,8.24,-0.4,-0.15,0.11,1.6,1.78,1.99,13.46,13.89,14.35,-0.9059438955800658,-5.902024481094026,-0.5243133678356235,10.786
HSC_2634,o,212.0714575629373,-62.32069377070516,0.295,0.044,0.04,2,7.4,7.65,7.94,-0.26,0.05,0.35,3.25,3.51,3.76,12.14,12.6,13.34,2.2035810475705384,-2.471158863431291,-0.0084377758462064,6.414
UPK_545,o,129.89359760112555,-57.26063292553694,2.956,0.043,1.0,0,7.23,7.37,7.48,-0.22,-0.11,0.02,0.43,0.52,0.6,7.57,7.7,7.86,0.0219278620549676,-0.3412858729981551,-0.0155903187432608,8.107
NGC_2588,o,125.80531758754104,-32.96805974968549,0.19,0.052,0.95,0,8.62,8.75,8.87,-0.4,-0.24,-0.05,1.19,1.29,1.4,12.51,12.77,12.98,-1.08846735852765,-3.40792449770167,0.1982437774777128,9.821
HSC_592,o,298.7300354117584,40.15770228514496,1.803,0.03,0.94,0,8.04,8.19,8.37,0.13,0.32,0.53,0.4,0.54,0.66,8.58,8.83,9.07,0.1479066028249764,0.5609035631427107,0.1042649610146275,7.994
HSC_1989,o,97.7705181668683,-42.70766479292804,5.776,0.033,0.99,0,7.64,7.78,7.9,0.46,0.56,0.68,0.52,0.62,0.75,6.04,6.23,6.41,-0.053405599660028,-0.1549846085788913,-0.0229783508933212,8.177
HSC_1379,o,84.33010215328842,31.96200367366489,0.587,0.063,0.06,2,7.51,7.72,7.93,-0.38,-0.14,0.03,2.12,2.3,2.47,10.64,11.01,11.37,-1.5891761071927473,0.0975864704610004,0.0479371172505911,9.712
CWNU_388,o,306.7270845780976,54.360239508630855,0.92,0.032,0.99,0,8.21,8.32,8.43,0.14,0.26,0.38,0.52,0.59,0.66,10.11,10.25,10.4,-0.0044702759127748,1.107416433970238,0.2219719251134811,8.202
UBC_1226,o,29.95764950040752,63.83601658387019,0.252,0.057,0.08,0,9.18,9.25,9.33,-0.23,-0.06,0.07,2.1,2.19,2.29,12.04,12.24,12.43,-1.8163624011325223,2.135669381962364,0.1421239344340966,10.165
CWNU_1677,o,210.5328165412241,-59.3964168566295,0.332,0.046,0.96,0,8.56,8.64,8.73,0.17,0.28,0.43,2.42,2.53,2.62,11.72,11.9,12.13,1.5988613286912985,-1.7860635614638962,0.1316219220122375,6.763
UBC_1326,o,96.78754889912676,7.808371683427545,0.215,0.056,0.91,0,8.82,8.93,9.03,-0.74,-0.55,-0.36,1.36,1.48,1.63,12.28,12.52,12.81,-2.9319101368850067,-1.2574235757863088,-0.0508478439309892,11.125
UFMG_83,o,268.08752393588054,-28.195508175505,0.288,0.063,0.79,2,7.3,7.65,7.99,-2.02,-1.64,-1.26,3.9,4.29,4.62,10.86,11.54,12.24,2.0314510126476417,0.0495054193379644,0.0050045536037499,6.091
HSC_1398,o,82.2605066370516,28.927509114701223,0.151,0.074,0.74,0,8.8,8.91,9.03,-0.72,-0.56,-0.4,1.85,1.96,2.11,13.5,13.79,14.08,-5.717225697284402,0.1934594657237935,-0.2501679356188154,13.841
CWNU_1143,o,239.8580090904015,-25.188267653161777,9.23,0.054,0.99,0,7.54,7.68,7.79,0.07,0.17,0.27,1.01,1.1,1.19,5.05,5.19,5.31,0.0999230258015462,-0.0212100737239317,0.0801131631198533,8.022
CWNU_1720,o,80.48050404185811,37.73822099615701,0.279,0.066,0.43,0,9.02,9.11,9.2,-0.1,0.06,0.21,1.75,1.88,2.01,12.56,12.79,13.04,-3.5580335187184,0.6320489171518444,0.0909051534161836,11.697
Terzan_8,g,295.4346351547009,-34.00266521306267,0.014,0.086,0.57,0,9.88,9.96,10.05,-0.38,-0.24,-0.1,0.57,0.66,0.77,14.2,14.45,14.65,7.016357822876136,0.7080560152610342,-3.2027353607443443,1.313
CWNU_183,o,273.08170895541144,-21.148282441529645,0.57,0.043,0.97,0,6.43,6.58,6.72,-1.12,-0.84,-0.59,2.81,2.94,3.08,10.87,11.26,11.64,1.760034078562219,0.3028908520354765,-0.0049701783231867,6.369
FSR_1063,o,98.63952410960704,-0.2425284567330979,0.407,0.062,0.99,0,8.24,8.33,8.41,0.31,0.46,0.61,2.14,2.21,2.29,11.66,11.87,12.03,-2.019043170824298,-1.2235648692736685,-0.1127442560351295,10.215
HSC_1128,o,47.16737488963037,59.19821351939755,0.326,0.062,0.44,1,8.39,8.52,8.64,-0.73,-0.59,-0.43,3.54,3.64,3.72,12.09,12.3,12.51,-2.199464604991375,1.864785188736224,0.0911197035016798,10.489
CWNU_61,o,153.62797080619748,-71.23106154816669,1.836,0.025,0.99,0,8.2,8.35,8.48,-0.27,-0.07,0.15,0.35,0.49,0.63,8.48,8.72,8.93,0.1933430784652161,-0.5065241118355432,-0.0753262924039206,7.945
FSR_1407,o,142.4312930763099,-33.84518978216599,0.274,0.053,0.51,0,9.73,9.81,9.89,-0.52,-0.37,-0.25,0.38,0.45,0.55,12.02,12.19,12.35,-0.3732410070813046,-2.649918908995633,0.6372760731658956,8.899
HSC_1180,o,64.19193921390497,58.07113277514869,0.221,0.058,0.69,0,7.55,7.67,7.79,0.35,0.52,0.73,2.5,2.62,2.74,13.94,14.24,14.6,-5.911532568198561,3.776765302315537,0.7114834201609208,14.533
CWNU_2298,o,316.8513652635235,50.10182796518183,0.5,0.049,0.69,2,7.51,7.7,7.86,0.79,0.96,1.14,3.15,3.31,3.46,11.87,12.16,12.48,-0.0368679308181203,2.70243146335266,0.1246289817574576,8.595
HSC_262,o,280.2660919793674,-5.650677962817394,0.219,0.056,0.07,2,6.08,6.41,6.68,-1.47,-1.1,-0.73,4.8,5.13,5.45,12.26,12.88,13.59,3.364632828213068,1.6938958777637532,0.0148207314145975,5.05
NGC_6178,o,249.0817980734706,-45.453338492797,1.098,0.06,0.99,0,6.66,6.76,6.9,-0.22,-0.1,0.06,1.11,1.21,1.31,9.61,9.84,10.08,0.8648394443696272,-0.3387340411544359,0.0599466601649805,7.265
Theia_73,o,300.6627089045476,30.783257093114123,1.565,0.03,0.99,0,8.62,8.77,8.88,0.37,0.51,0.65,0.08,0.17,0.26,8.99,9.15,9.31,0.2527440815169921,0.6270735475915556,0.0406795737410964,7.894
UBC_1557,o,251.03159969379072,-45.53823198046806,0.391,0.051,0.96,0,7.58,7.77,7.96,-0.55,-0.34,-0.11,3.12,3.29,3.42,10.85,11.19,11.51,1.6197985853806314,-0.6071251846104039,0.0431722418261537,6.53
Teutsch_27,o,294.326099827338,18.69648991347133,0.25,0.052,0.97,0,6.73,6.82,6.92,0.49,0.64,0.81,3.27,3.35,3.43,12.86,13.09,13.35,2.3956670555381034,3.386822062832119,-0.053421232787315,6.653
FSR_0883,o,91.0902423926412,22.041227505603405,0.314,0.063,1.0,0,8.11,8.2,8.3,0.03,0.18,0.34,2.12,2.19,2.25,12.02,12.2,12.38,-2.726788802777921,-0.3873409976880356,0.0564417053763592,10.856
HSC_1306,o,77.28821344122112,38.99755229049991,0.185,0.075,0.94,0,8.66,8.76,8.87,-0.44,-0.24,-0.06,2.0,2.1,2.2,12.64,12.91,13.14,-3.727961274336169,0.8300837156774759,0.0068180516398816,11.879
COIN-Gaia_12,o,79.14905300075692,41.7699978468441,1.005,0.046,1.0,0,8.66,8.74,8.8,0.23,0.35,0.46,0.36,0.42,0.48,9.91,10.02,10.15,-0.9786395269158276,0.2433705444687075,0.0812826392365402,9.104
Alessi_17,o,113.83500389036088,-15.094103975611606,0.216,0.065,1.0,0,8.32,8.45,8.61,-0.64,-0.48,-0.3,1.26,1.35,1.44,12.51,12.72,12.94,-2.183142920199371,-2.7301109783913966,0.2041630230654643,10.661
CWNU_1654,o,89.64292822605262,16.19170597210988,0.723,0.054,0.99,0,7.68,7.81,7.93,-0.2,-0.07,0.07,0.79,0.87,0.94,10.5,10.68,10.83,-1.3324060656257988,-0.2953215408784001,-0.0483468129108948,9.459
CWNU_439,o,306.7193655635145,43.48445936061231,0.561,0.055,0.16,1,7.82,7.96,8.13,0.37,0.59,0.79,3.57,3.7,3.82,11.08,11.33,11.58,0.2792831697249029,1.8212144575691505,0.1379098319889177,8.051
UBC_1075,o,298.7669292421314,30.61931486523714,0.248,0.041,0.2,0,8.41,8.5,8.59,0.52,0.63,0.76,2.36,2.44,2.53,12.79,12.98,13.16,1.5375659925584282,3.63160428750595,0.1257387872910531,7.52
UPK_51,o,314.161389048561,-6.51244616799196,1.733,0.056,1.0,0,7.79,7.9,8.02,-0.05,0.05,0.15,0.37,0.44,0.49,8.72,8.87,8.98,0.379259571342974,0.3413298268034553,-0.2631285649028328,7.75
HSC_793,o,334.9363574309591,55.76096654171257,0.195,0.054,0.76,0,9.04,9.12,9.19,-0.54,-0.39,-0.24,2.0,2.1,2.19,12.53,12.74,12.88,-0.7763174697855852,3.444896483578727,-0.0201510531376168,9.542
UBC_182,o,4.13582904865358,52.28661638722555,0.591,0.04,0.98,0,6.94,7.1,7.28,-0.25,-0.05,0.14,0.34,0.46,0.57,10.62,10.87,11.16,-0.6795213579341635,1.302858148211523,-0.2214785466996632,8.897
UBC_589,o,316.9329076181613,45.30594588729913,0.204,0.048,0.23,0,8.28,8.37,8.45,0.1,0.25,0.37,2.93,3.02,3.1,12.8,13.02,13.22,0.1899683513989476,4.011985882325654,-0.0655307249559361,8.889
HSC_2562,o,197.9900154895735,-63.4152275795055,0.426,0.029,0.87,3,8.51,8.72,8.92,-0.96,-0.65,-0.3,1.07,1.32,1.53,11.85,12.44,13.04,1.774108449106027,-2.5126704841039578,0.0029688616932196,6.827
UPK_535,o,126.733903507057,-50.64472514633741,3.148,0.046,0.99,0,7.12,7.22,7.31,-0.18,-0.09,-0.0,0.5,0.58,0.64,7.41,7.54,7.66,-0.0158449326227518,-0.3192250853007319,0.001646528644392,8.144
Theia_3202,o,310.4578533832262,38.83193676536311,0.747,0.03,0.09,1,8.36,8.49,8.64,-0.47,-0.25,-0.06,2.78,2.91,3.05,10.52,10.79,11.07,0.2683508601487059,1.412621480919206,-0.0098199380856902,7.98
CWNU_2266,o,247.0569765214016,-51.10400526330078,0.333,0.056,0.18,0,8.1,8.22,8.34,0.15,0.37,0.55,3.67,3.77,3.85,11.97,12.2,12.47,2.464986341952004,-1.225887793364381,-0.0417576987583554,5.788
UBC_502,o,159.59896201997427,-59.54668069091606,0.537,0.03,1.0,0,8.45,8.57,8.67,0.35,0.54,0.71,0.78,0.9,1.0,11.21,11.42,11.65,0.5554069390897469,-1.8408724459608927,0.0096132513813341,7.787
UFMG_89,o,269.2729338325224,-27.608312669867665,0.36,0.056,0.95,0,7.19,7.33,7.48,-0.53,-0.3,-0.07,4.04,4.21,4.35,11.01,11.37,11.81,1.8768819775454828,0.0797229172460182,-0.012158472179241,6.246
NGC_2477,o,118.04887246269293,-38.53993640294841,0.691,0.029,0.99,0,8.86,8.9,8.95,0.12,0.22,0.3,1.2,1.27,1.33,10.68,10.8,10.91,-0.4069471567496503,-1.3792599622896295,-0.1043808926580973,8.64
CWNU_172,o,109.16751168943814,-1.7640901702762226,0.97,0.057,0.99,0,7.89,7.98,8.05,0.04,0.15,0.25,0.19,0.24,0.3,9.94,10.07,10.21,-0.8174095901900831,-0.6249443266041422,0.1301365995357822,8.961
CWNU_2304,o,153.51298829662537,-58.308389309255965,0.266,0.049,0.35,0,8.54,8.68,8.82,0.27,0.44,0.6,1.43,1.55,1.7,11.97,12.26,12.61,0.65910331301626,-2.7525527415448527,-0.0348981693009176,7.954
CWNU_413,o,304.2495296359979,30.437386795653296,0.839,0.032,0.91,0,8.15,8.25,8.36,-0.14,0.05,0.23,2.0,2.09,2.17,10.46,10.65,10.82,0.4729938334681423,1.261545970579572,-0.0255166956576581,7.752
Riddle_4,o,31.83035010219854,60.26962348323132,0.352,0.042,1.0,0,7.42,7.55,7.65,0.48,0.69,0.87,2.93,3.04,3.12,12.12,12.41,12.68,-2.0380459904636226,2.246593230595174,-0.0181875546090858,10.405
FoF_2383,o,95.24906217311045,-16.29652326915376,2.695,0.059,0.98,0,7.04,7.15,7.26,-0.25,-0.14,-0.04,0.45,0.54,0.62,7.77,7.92,8.06,-0.2665951490238907,-0.2602161029266235,-0.0502240431658793,8.393
IC_1311,o,302.6957861991014,41.176637504697005,0.125,0.05,0.8,0,9.11,9.19,9.27,-0.72,-0.61,-0.5,1.94,2.05,2.16,13.41,13.62,13.8,1.1259859987494902,5.161363619978813,0.4248459661024745,8.694
HSC_2733,o,227.78584563192533,-43.965772918731126,6.849,0.058,1.0,0,7.16,7.29,7.41,-0.02,0.1,0.2,0.56,0.66,0.75,5.63,5.77,5.93,0.1181483841683164,-0.0741889885148047,0.0710417424890892,8.004
CWNU_1635,o,117.92425899118057,-32.33570096676921,0.314,0.049,0.62,0,8.49,8.62,8.77,-0.66,-0.46,-0.28,2.59,2.71,2.81,11.69,11.96,12.27,-0.9165578075635707,-2.286373174624435,-0.0755353100169426,9.323
NGC_6444,o,267.3891805289805,-34.84472728416521,0.52,0.039,1.0,0,8.26,8.46,8.64,-0.77,-0.55,-0.29,1.66,1.89,2.09,10.21,10.55,10.88,1.2810748940890022,-0.1037943185905929,-0.0463147420827424,6.842
CWNU_1399,o,182.1922416574305,-62.596574665215805,0.195,0.071,0.91,0,8.92,9.0,9.08,-0.48,-0.34,-0.17,3.73,3.86,3.96,13.22,13.5,13.76,2.3563608737447304,-4.423375288055272,0.0241550537966072,7.267
HSC_1272,o,70.19759844961789,42.604952945755045,0.318,0.047,0.99,0,8.26,8.4,8.54,-0.22,-0.04,0.13,1.85,1.95,2.04,11.76,11.96,12.21,-2.3333136611580194,0.7911539719919523,-0.063034950906291,10.485
ASCC_93,o,271.92390215532464,-22.347146376383083,0.454,0.103,0.13,3,8.09,8.3,8.52,-0.31,-0.05,0.17,4.28,4.5,4.73,12.04,12.55,13.14,3.2022947516841214,0.4611721540088359,-0.0223110832045832,4.941
King_23,o,110.46215120669424,-0.990357770966487,0.283,0.05,1.0,0,9.02,9.11,9.18,-0.55,-0.38,-0.22,0.57,0.66,0.76,12.03,12.23,12.41,-2.2071356191591267,-1.6820043395583195,0.3540056588939576,10.465
FSR_0276,o,308.6586696812851,49.94031276263124,0.207,0.05,0.58,2,9.36,9.54,9.74,0.16,0.4,0.62,2.61,2.81,3.04,13.65,14.09,14.57,0.3080526392351945,6.536626823419182,0.6965907288513666,10.188
CWNU_2569,o,267.108321721398,-27.39629817219753,0.43,0.084,0.96,0,8.06,8.28,8.46,-1.06,-0.79,-0.51,4.38,4.59,4.79,10.33,10.79,11.19,1.4382339496518757,0.0411306067775648,0.0446559500636894,6.684
HSC_2983,o,260.1502160678828,-26.19898354375339,1.24,0.037,0.74,0,8.69,8.81,8.89,-0.47,-0.28,-0.09,1.79,1.9,2.02,9.19,9.37,9.54,0.7440477076291572,-0.0092626510257756,0.1197309580436153,7.378
Theia_4912,o,327.70685201634365,52.90580756662028,1.201,0.034,0.82,0,7.92,8.15,8.33,-0.18,0.07,0.31,0.9,1.1,1.26,9.02,9.35,9.66,-0.0981990987694043,0.7346952908736794,0.030857147883176,8.253
UBC_439,o,94.54288288054386,10.723690889088818,0.3,0.056,1.0,0,8.24,8.32,8.42,-0.55,-0.38,-0.21,1.58,1.65,1.73,12.01,12.19,12.38,-2.5807515492669038,-0.9188292189100052,-0.0659442981478559,10.742
CWNU_1384,o,118.73213545901436,-23.317765278104176,0.241,0.041,0.97,0,8.29,8.46,8.59,0.12,0.29,0.47,0.36,0.49,0.6,12.38,12.63,12.87,-1.6366555918586556,-2.9276508219852357,0.1902826090804948,10.188
HSC_361,o,288.41722997034486,6.384169435152852,0.743,0.042,0.97,0,7.52,7.69,7.85,0.16,0.34,0.53,1.3,1.44,1.56,10.47,10.77,11.03,1.0727120049477792,0.9375172006298504,-0.0109795031513045,7.111
CWNU_426,o,208.67394663299828,-57.6799967458055,0.529,0.046,0.97,0,8.38,8.47,8.56,0.28,0.45,0.62,0.74,0.83,0.9,11.09,11.27,11.47,1.182522239391627,-1.3441096666206365,0.1686517151424949,7.068
CWNU_1422,o,62.84833305261521,51.2543113744824,0.329,0.047,0.97,0,7.61,7.77,7.92,0.36,0.56,0.74,2.72,2.85,2.96,12.4,12.67,12.95,-3.0075034076164613,1.6278072091113294,0.040793976424221,11.248
OC_0513,o,142.75345661797635,-51.42858191886022,0.532,0.04,0.84,0,6.59,6.72,6.84,-0.62,-0.45,-0.28,2.26,2.37,2.51,10.48,10.78,11.07,0.1087391089192504,-1.428055479206526,0.0404489552040946,8.14
NGC_2818,o,139.0476965599008,-36.62312183936464,0.3,0.036,1.0,0,9.02,9.07,9.11,-0.12,-0.01,0.1,0.46,0.52,0.57,12.07,12.21,12.34,-0.3795427238292017,-2.709144041005113,0.4568490058856577,8.923
HSC_2819,o,251.311713947981,-45.882820108792906,0.932,0.042,0.72,0,8.87,9.05,9.24,0.14,0.37,0.6,0.52,0.71,0.9,9.71,10.11,10.47,0.9841882779643694,-0.3715035868289006,0.035707016073958,7.147
UBC_496,o,159.6743442595201,-54.192445229693206,0.59,0.033,0.99,0,8.19,8.27,8.36,-0.28,-0.13,-0.02,0.51,0.57,0.63,10.75,10.89,11.03,0.3693759014125275,-1.4573097169431364,0.1400599378347568,7.888
HSC_2435,o,172.23112277278398,-62.22883730716178,0.289,0.039,0.13,1,8.29,8.48,8.64,-0.29,-0.05,0.19,2.53,2.72,2.88,11.52,11.9,12.35,0.9556839587240784,-2.1999029707270896,0.0022888028017882,7.496
HSC_2478,o,180.4411859582512,-62.69509937417582,0.257,0.046,0.79,2,7.98,8.18,8.43,0.16,0.33,0.52,1.06,1.22,1.37,12.67,13.0,13.37,1.8240088036028723,-3.538515962521416,0.0111738251347281,7.224
NGC_6717,g,283.776083407759,-22.702410639087,0.082,0.06,0.67,1,9.22,9.38,9.52,-0.16,0.03,0.2,0.0,0.07,0.2,13.43,13.82,14.16,5.556650659372629,1.2707768677686693,-1.0709585186962167,2.863
FSR_0723,o,71.2909763814499,41.54889193630708,0.299,0.051,0.99,0,7.87,7.98,8.1,-0.49,-0.31,-0.13,1.5,1.56,1.63,12.14,12.36,12.55,-2.8264287303112816,0.8857190564475239,-0.0883114914157866,10.984
UBC_1267,o,72.52496954729389,43.54462358892285,0.437,0.051,1.0,0,8.28,8.4,8.51,0.03,0.2,0.37,1.29,1.4,1.5,11.48,11.7,11.92,-2.0765433433768834,0.6882946404548418,0.0213876099281152,10.222
HSC_2256,o,92.20080656377765,-66.99518912889955,1.182,0.04,0.0,0,9.29,9.43,9.56,-0.02,0.12,0.25,0.23,0.31,0.4,9.43,9.57,9.76,0.0852163361400002,-0.7126443543788374,-0.3557127169934898,8.068
Melotte_105,o,169.9162237743335,-63.48790363416352,0.424,0.039,1.0,0,8.62,8.69,8.76,0.22,0.36,0.46,1.28,1.34,1.4,11.66,11.82,11.94,0.8987196399337485,-2.127916408761586,-0.0582310180197254,7.53
BH_176,g,234.7783651982689,-50.04539687376043,0.041,0.077,0.02,0,9.54,9.68,9.82,0.53,0.68,0.85,1.3,1.43,1.55,15.26,15.51,15.76,10.745458401298448,-6.604992717065095,0.9719602531757624,7.107
NGC_1545,o,65.20338162397776,50.21520842779695,1.393,0.051,0.99,0,8.04,8.14,8.26,0.27,0.37,0.48,1.05,1.12,1.18,9.22,9.32,9.46,-0.6535449955549453,0.3277138072773992,0.0450849845737305,8.782
NGC_2254,o,98.95060207732934,7.671601149310832,0.391,0.068,0.94,0,8.47,8.58,8.68,0.12,0.25,0.4,1.49,1.56,1.64,11.89,12.09,12.28,-2.3856677924816623,-1.078554363225846,0.0496532062551826,10.563
ASCC_58,o,153.7645175437907,-55.04464876209136,2.096,0.039,1.0,0,7.35,7.45,7.54,-0.03,0.06,0.2,0.52,0.6,0.68,8.31,8.48,8.65,0.1011269848715006,-0.4860748099653576,0.0522738872724942,8.036
HSC_2854,o,257.38912198749136,-43.01791555266828,1.993,0.028,0.97,0,7.83,8.0,8.17,-0.69,-0.5,-0.3,0.89,1.05,1.18,8.11,8.38,8.66,0.4562287795129336,-0.1285667759343796,0.0256110342039495,7.667
HSC_2952,o,262.9598538422728,-31.536054448545507,0.7,0.037,0.41,0,7.95,8.24,8.52,-1.07,-0.77,-0.48,2.83,3.15,3.42,9.45,9.96,10.45,0.97948684810763,-0.0648348461964768,0.0584272125829243,7.143
HSC_1184,o,59.19960892022419,54.31813491334562,0.138,0.057,0.04,1,7.4,7.55,7.69,0.4,0.59,0.77,3.64,3.78,3.91,13.13,13.45,13.78,-4.148229540805296,2.602976550607844,0.1109756180871725,12.543
Tombaugh_5,o,56.98157848448221,59.06227724481627,0.577,0.044,1.0,0,8.1,8.16,8.22,0.52,0.64,0.73,2.54,2.59,2.65,11.22,11.36,11.5,-1.5090993525134948,1.0987866088910685,0.1626719439178246,9.694
CWNU_2413,o,160.4231704959364,-56.614347941747525,0.435,0.035,1.0,0,8.6,8.71,8.81,0.08,0.24,0.41,0.72,0.8,0.9,11.42,11.62,11.81,0.5724849250515227,-2.028319771473844,0.1088538787411137,7.817
HSC_1069,o,30.264435982592936,60.26161285342462,0.289,0.063,0.07,0,8.48,8.58,8.68,0.15,0.28,0.43,3.4,3.51,3.6,12.45,12.68,12.91,-2.274484193705506,2.573560868995528,-0.0395868542255085,10.71
Theia_2727,o,175.93514178137565,-62.37054852675226,0.244,0.043,0.95,0,8.72,8.83,8.94,0.23,0.39,0.54,2.25,2.39,2.5,12.11,12.39,12.63,1.2785330030736493,-2.72047288761057,0.0108840607465675,7.364
Basel_8,o,98.58575077903134,7.990235978014986,0.65,0.05,1.0,0,8.17,8.3,8.41,0.33,0.54,0.69,0.7,0.78,0.88,10.64,10.83,11.05,-1.340085004080212,-0.5932379520348637,0.0416648519271927,9.481
HSC_2674,o,224.99499626421365,-58.55724607439415,0.314,0.05,0.18,3,7.33,7.55,7.75,-0.01,0.27,0.51,4.68,4.96,5.18,12.38,12.83,13.35,2.780091720386867,-2.413103493670772,0.0495854315506642,5.862
CWNU_119,o,47.15376047567378,57.95236793419332,1.355,0.045,0.98,0,7.42,7.5,7.57,0.42,0.56,0.7,1.86,1.93,2.01,9.41,9.56,9.76,-0.6285090267015239,0.5212943510699993,0.0402244505213106,8.766
CWNU_1279,o,261.34969446900766,-36.45082629706369,0.577,0.052,0.41,1,7.49,7.65,7.82,0.3,0.52,0.76,3.0,3.15,3.29,10.82,11.13,11.48,1.663599356043667,-0.2521459030421142,0.0231544736108926,6.463
UBC_1157,o,335.6349495961327,53.72344773501711,0.298,0.039,0.74,0,8.67,8.75,8.83,-0.68,-0.5,-0.35,1.42,1.49,1.57,11.74,11.95,12.12,-0.5070107246866602,2.3984842001529563,-0.0840284974847481,8.956
UBC_1139,o,322.0903952243414,49.44148253788041,0.362,0.037,1.0,0,7.82,7.9,8.02,-0.47,-0.32,-0.16,2.27,2.36,2.43,11.65,11.84,12.02,-0.1092838235330386,2.3304548605204936,-0.0037640320217758,8.555
Theia_1885,o,102.49678551293997,-5.423537797612192,0.717,0.055,0.99,0,6.76,6.94,7.14,-0.25,-0.08,0.11,0.63,0.77,0.89,10.59,10.85,11.1,-1.1706831053621602,-0.9013505001444904,-0.0274478550555084,9.336
CWNU_1107,o,329.6059473890817,63.90420009587895,1.011,0.044,0.54,1,6.51,6.64,6.8,-0.44,-0.29,-0.14,1.39,1.53,1.66,9.95,10.2,10.49,-0.2857474395001258,1.0496664215615068,0.1787058607380403,8.473
UBC_94,,269.6528270770714,-24.64231246175348,0.747,0.047,0.0,0,7.95,8.09,8.27,-0.99,-0.81,-0.6,2.21,2.35,2.48,9.7,9.97,10.2,0.9822611190408868,0.0888962711301684,0.0338480381625787,7.14
OC_0508,o,137.57601064639542,-49.83338876454797,0.386,0.044,0.31,1,7.53,7.67,7.79,0.24,0.42,0.57,4.55,4.66,4.76,11.73,11.99,12.21,0.0393921027581765,-2.4994542550902903,-0.0123046781617664,8.46
HSC_2645,o,234.04163320300412,-72.70785024377591,1.494,0.045,0.08,0,8.52,8.63,8.77,-0.1,0.03,0.15,0.5,0.57,0.65,8.89,9.06,9.2,0.4418037178017373,-0.4491373339357909,-0.1127868251149348,7.693
Theia_2231,o,90.12380687124362,27.694037139020544,0.587,0.045,0.98,0,7.74,7.87,8.0,-0.01,0.19,0.38,0.79,0.88,0.96,10.9,11.13,11.32,-1.6793365444326884,-0.08018717220405,0.1101662347553627,9.802
CWNU_2890,o,262.38738272158315,-34.32125497568467,0.597,0.062,0.41,1,7.91,8.15,8.36,-0.56,-0.3,-0.06,4.13,4.37,4.62,10.87,11.35,11.87,1.850581561557524,-0.2068626741030984,0.0368252509849191,6.275
HSC_1283,o,73.58413655052132,41.67166623834265,0.603,0.037,1.0,0,8.66,8.78,8.88,-0.4,-0.27,-0.13,0.53,0.61,0.7,10.97,11.15,11.34,-1.6288486873150774,0.4792742230294132,0.008540806493765,9.763
UBC_87,o,60.52840794364206,56.42017293565214,0.408,0.051,1.0,0,7.42,7.53,7.66,0.04,0.2,0.37,2.12,2.2,2.3,11.92,12.15,12.42,-2.256771678516163,1.4603808705060022,0.1776466500368245,10.481
HSC_527,o,299.32264024006406,29.20508556385947,0.228,0.048,0.07,1,7.78,7.89,7.99,0.4,0.55,0.69,3.41,3.51,3.6,13.28,13.51,13.77,2.040154535835444,4.603164326078552,0.0481296056817769,7.627
UBC_1527,o,217.60602286568889,-60.38373009787615,0.424,0.036,0.64,0,7.22,7.33,7.45,-0.17,0.02,0.21,2.06,2.13,2.23,11.1,11.36,11.65,1.3198191224098386,-1.3257429235410565,0.0438711623741719,6.93
HSC_1386,o,89.80421678980274,33.94772845914004,0.197,0.07,0.13,1,8.78,8.91,9.05,-0.69,-0.51,-0.33,1.86,2.02,2.18,12.66,12.94,13.23,-3.851915288237773,0.1918405288415763,0.3917271128702723,11.975
Theia_7028,o,283.33154608989366,10.881597494714248,0.328,0.044,0.92,0,8.43,8.51,8.59,0.15,0.31,0.43,1.63,1.71,1.78,11.93,12.1,12.25,1.9228938582411068,1.7832167841552415,0.2441567756589971,6.45
CWNU_1062,o,173.42541616698952,16.927239504057148,3.212,0.066,0.98,0,7.28,7.38,7.46,-0.07,0.04,0.13,0.42,0.49,0.58,7.42,7.55,7.71,-0.0588663111294813,-0.0973468573409143,0.3445324432927553,8.181
UBC_298,o,217.5439146567411,-59.81920459195823,0.378,0.044,0.95,1,8.36,8.59,8.77,-0.39,-0.13,0.07,1.62,1.79,1.99,11.15,11.54,11.94,1.438379733713866,-1.4356724075946037,0.0630503651442167,6.836
