Cluster,RA_ICRS,DE_ICRS,r50,N,pmRA,e_pmRA,pmDE,e_pmDE,Plx,e_Plx,RV,e_RV,NRV,Dist,e_Dist,logage,e_logage,[Fe/H],e_[Fe/H],Av,e_Av,FileName,SimbadName,_RA.icrs,_DE.icrs,name,new_x,new_y,bandwidth,memb,new_ra,new_dec
King_19          ,347.065,60.527,0.056,146,-4.832,0.122,-2.659,0.12,0.346,0.052, -60.103,  1.628,  5,2517,109,8.784,0.072,-0.1,0.105,2.48,0.114,clusters1/King_19.dat          ,Cl King 19              ,347.065,60.527,King_19,-0.4393952202682625,-0.1448289475828605,1.2,0.5,347.04467298425,60.523701638728625
King_20          ,353.305,58.4732,0.051,82,-2.679,0.08,-2.592,0.182,0.501,0.051,        ,       ,   ,1663,63,7.731,0.228,0.157,0.108,2.507,0.078,clusters1/King_20.dat          ,Cl King 20              ,353.305,58.4732,King_20,-0.1840424454017633,-0.2267472620658557,1.1,0.5,353.2928762928588,58.46538724465537
King_21          ,357.4732,62.7074,0.034,112,-3.257,0.112,-1.661,0.145,0.307,0.049,        ,       ,   ,2591,130,7.668,0.457,0.028,0.11,2.377,0.141,clusters1/King_21.dat          ,Cl King 21              ,357.4732,62.7074,King_21,0.0246986325335782,-0.2583109405935495,1.4,0.5,357.4743908908012,62.70168786576918
King_23          ,110.4595,-0.9937,0.057,106,-0.467,0.109,-0.885,0.101,0.283,0.059,  54.093,  0.452,  4,3101,75,9.27,0.038,-0.181,0.086,0.346,0.084,clusters1/King_23.dat          ,Cl King 23              ,110.4595,-0.9937,King_23,-0.1816767979159834,0.1727502775320584,2.0,0.5,110.45614273801017,-0.9905081692659394
King_25          ,291.1163,13.6936,0.055,167,-1.373,0.181,-3.961,0.175,0.313,0.083,  13.250,  0.677,  4,2357,190,8.292,0.503,0.43,0.091,3.772,0.069,clusters1/King_25.dat          ,Cl King 25              ,291.1163,13.6936,King_25,0.566208917663432,0.2426477594214393,1.2,0.6,291.13046687523774,13.699498066650353
King_26          ,292.233,14.8869,0.035,91,-2.329,0.16,-4.907,0.253,0.412,0.078,        ,       ,   ,2169,198,7.686,0.549,0.318,0.235,2.988,0.087,clusters1/King_26.dat          ,Cl King 26              ,292.233,14.8869,King_26,0.1191707423638508,-0.1149158658380677,1.1,0.6,292.2362572720254,14.883864387285563
King_4           ,39.0182,59.0238,0.045,83,-0.588,0.115,-0.041,0.18,0.38,0.053,        ,       ,   ,2132,143,8.332,0.266,-0.042,0.078,2.416,0.081,clusters1/King_4.dat           ,Cl King 4               ,39.0182,59.0238,King_4,0.3687185103634185,0.0684520388828087,1.2,0.5,39.03745371924435,59.025638165837876
King_5           ,48.6759,52.6932,0.079,287,-0.274,0.161,-1.182,0.152,0.367,0.06, -43.520,  0.901, 14,2172,132,9.0,0.064,-0.091,0.074,2.462,0.092,clusters1/King_5.dat           ,Cl King 5               ,48.6759,52.6932,King_5,0.2957377029834056,0.1830121016505153,3.7,0.5,48.688773171915216,52.69802702898583
King_6           ,51.9841,56.4393,0.136,230,3.88,0.25,-1.825,0.257,1.338,0.074, -22.136,  7.344,  4,704,14,8.292,0.196,0.147,0.07,1.844,0.066,clusters1/King_6.dat           ,Cl King 6               ,51.9841,56.4393,King_6,-0.0005189113385259,0.022666152843481,1.4,0.5,51.98402360228293,56.44114470863557
King_7           ,59.7746,51.784,0.053,365,1.136,0.228,-1.193,0.189,0.277,0.091,  -9.469,  0.590, 11,2594,360,8.511,0.172,-0.039,0.011,3.548,0.086,clusters1/King_7.dat           ,Cl King 7               ,59.7746,51.784,King_7,0.4261441768503768,0.1365886390332651,2.1,0.8,59.78981629117823,51.78701596192384
King_8           ,87.3268,33.6335,0.024,95,0.53,0.165,-1.754,0.149,0.129,0.102,        ,       ,   ,3944,703,8.915,0.098,0.074,0.155,1.899,0.127,clusters1/King_8.dat           ,Cl King 8               ,87.3268,33.6335,King_8,-0.0668837677263116,-0.1295030745750658,1.8,0.5,87.3256330242071,33.631618660947254
Koposov_10       ,86.8612,35.4287,0.036,71,0.47,0.209,-1.826,0.263,0.309,0.094,        ,       ,   ,2261,190,8.4,0.572,-0.211,0.047,2.462,0.093,clusters1/Koposov_10.dat       ,[KGZ2008] 10            ,86.8612,35.4287,Koposov_10,0.1674554219482269,-0.0970665026655419,1.0,0.5,86.86640759257288,35.426240135474295
Koposov_12       ,90.2346,35.2949,0.073,135,0.704,0.102,-1.711,0.12,0.409,0.064,        ,       ,   ,2060,85,8.699,0.068,0.012,0.065,1.68,0.054,clusters1/Koposov_12.dat       ,[KGZ2008] 12            ,90.2346,35.2949,Koposov_12,0.510731683860481,-0.2677841963355609,2.1,0.5,90.25200273487172,35.287450741734474
Koposov_36       ,84.2217,31.2037,0.068,81,0.79,0.153,-3.658,0.13,0.542,0.066,        ,       ,   ,1710,178,7.832,0.559,0.031,0.404,2.536,0.384,clusters1/Koposov_36.dat       ,[KGZ2008] 36            ,84.2217,31.2037,Koposov_36,-0.473446703507264,0.2082806196684306,1.5,0.5,84.20315206557977,31.210677383469037
Koposov_43       ,88.103,29.8902,0.048,15,-0.026,0.084,-1.664,0.055,0.185,0.046,        ,       ,   ,4831,343,9.0,0.102,-0.309,0.159,2.063,0.176,clusters1/Koposov_43.dat       ,[KGZ2008] 43            ,88.103,29.8902,Koposov_43,-1.8563923297580016,1.2154463656709478,4.7,0.5,88.07760149772201,29.904612792271337
Koposov_53       ,92.2193,26.263,0.04,48,0.249,0.171,-0.647,0.136,0.182,0.069,        ,       ,   ,3748,377,7.811,0.457,-0.28,0.13,1.415,0.138,clusters1/Koposov_53.dat       ,[KGZ2008] 53            ,92.2193,26.263,Koposov_53,0.5763945004841577,0.3225808545815036,2.1,0.5,92.2291260531283,26.267930968109496
Kronberger_1     ,82.0869,34.775,0.016,34,-0.054,0.173,-2.268,0.271,0.432,0.102,        ,       ,   ,1919,155,7.033,0.097,-0.177,0.071,1.704,0.065,clusters1/Kronberger_1.dat     ,Kronberger 1            ,82.0869,34.775,Kronberger_1,0.043900523669218,0.176838989814994,0.4,0.5,82.08849584765319,34.780279889424165
Kronberger_25    ,275.6682,-14.7232,0.009,14,-0.385,0.125,-1.83,0.11,0.258,0.045,        ,       ,   ,3449,781,6.81,1.011,0.229,0.118,3.821,0.592,clusters1/Kronberger_25.dat    ,Kronberger 25           ,275.6682,-14.7232,Kronberger_25,-0.1152908140852748,-0.2624929995342893,0.4,0.5,275.66621969404366,-14.727560600761667
Kronberger_4     ,296.2966,28.1605,0.016,60,-2.541,0.134,-4.817,0.176,0.126,0.103,        ,       ,   ,7318,668,8.923,0.066,0.278,0.124,2.363,0.115,clusters1/Kronberger_4.dat     ,Kronberger 4            ,296.2966,28.1605,Kronberger_4,-0.0668409165450407,0.0782644096455476,0.9,0.5,296.29600640636943,28.16111276455266
Kronberger_52    ,299.5348,30.8823,0.025,78,-2.634,0.124,-4.821,0.103,0.093,0.072,        ,       ,   ,5326,5752,8.809,0.69,0.076,0.174,2.862,1.14,clusters1/Kronberger_52.dat    ,Kronberger 52           ,299.5348,30.8823,Kronberger_52,0.1234650181920766,-0.0219752261652477,1.3,0.5,299.53634761851305,30.882063586791087
Kronberger_69    ,300.4901,31.4229,0.031,45,-2.719,0.114,-5.206,0.156,0.355,0.067,        ,       ,   ,2651,97,7.069,0.067,-0.111,0.222,2.825,0.046,clusters1/Kronberger_69.dat    ,Kronberger 69           ,300.4901,31.4229,Kronberger_69,0.7472416110108355,-0.0981070580642016,1.1,0.5,300.5090252124573,31.420778232077208
Kronberger_79    ,293.4768,18.5212,0.015,63,-2.748,0.19,-5.308,0.173,0.127,0.091,        ,       ,   ,3296,307,6.759,0.064,0.061,0.084,4.143,0.023,clusters1/Kronberger_79.dat    ,Kronberger 79           ,293.4768,18.5212,Kronberger_79,0.102664298959564,-0.094016092487164,0.8,0.5,293.4786821227401,18.519565668690436
Kronberger_84    ,323.8829,53.518,0.016,42,-3.087,0.24,-2.953,0.171,0.232,0.075,        ,       ,   ,3404,1001,8.392,0.58,-0.272,0.319,2.429,0.227,clusters1/Kronberger_84.dat    ,Kronberger 84           ,323.8829,53.518,Kronberger_84,0.1033595523104216,-0.0263305892550842,1.0,0.5,323.885826011345,53.517556770499304
LP_0140          ,226.86,-60.4031,0.091,351,-5.175,0.304,-4.084,0.387,0.283,0.054, -33.101,  0.670,  6,2504,165,7.143,0.066,0.145,0.049,2.489,0.09,clusters2/LP_0140.dat          ,                        ,226.86,-60.4031,LP_0140,0.3653370031177667,0.1252835545016175,2.8,0.5,226.876924242367,-60.40023222561219
LP_0201          ,118.9542,-29.4694,0.05,219,-2.586,0.268,2.917,0.32,0.227,0.133,        ,       ,   ,2988,144,7.765,0.215,-0.178,0.052,2.199,0.041,clusters2/LP_0201.dat          ,                        ,118.9542,-29.4694,LP_0201,0.0480208198625282,-0.2698793078322632,2.1,0.9,118.95525770816218,-29.47457501099194
LP_0204          ,121.4157,-31.5877,0.202,673,-2.439,0.253,2.904,0.363,0.23,0.041,  68.358,  0.868, 13,3484,501,7.544,0.515,-0.111,0.068,1.392,0.36,clusters2/LP_0204.dat          ,                        ,121.4157,-31.5877,LP_0204,0.6731512796591481,0.6008067208570331,8.6,0.7,121.42869431512901,-31.577818834538437
LP_0265          ,226.1735,-58.4922,0.059,331,-4.857,0.305,-3.416,0.279,0.279,0.106, -63.053,  0.751,  6,2017,336,8.851,0.836,0.164,0.064,4.159,0.135,clusters2/LP_0265.dat          ,                        ,226.1735,-58.4922,LP_0265,0.2249875141402819,0.0227205593935657,1.8,0.5,226.18572884949216,-58.49155400842121
LP_0282          ,265.2645,-33.2699,0.053,146,-0.038,0.253,-0.982,0.234,0.334,0.1,   8.390,  0.335,  3,1953,331,8.204,0.756,0.366,0.146,4.135,0.059,clusters2/LP_0282.dat          ,                        ,265.2645,-33.2699,LP_0282,-0.0685858956470246,0.0104110558765233,1.4,0.5,265.2620934343741,-33.269594544374996
LP_0288          ,273.4835,-19.5139,0.054,233,0.117,0.279,-2.063,0.337,0.399,0.116,   6.880,  0.502,  4,2070,475,7.075,0.274,0.14,0.091,2.449,0.405,clusters2/LP_0288.dat          ,                        ,273.4835,-19.5139,LP_0288,0.0419517726134408,-0.3135425515088736,1.7,0.9,273.484732016982,-19.522578577939882
LP_0313          ,294.042,20.5538,0.065,185,-1.169,0.266,-3.939,0.244,0.352,0.095,  29.891,  0.878,  3,2237,179,8.609,0.612,0.131,0.099,3.294,0.068,clusters2/LP_0313.dat          ,                        ,294.042,20.5538,LP_0313,-0.2986501111800486,-0.0722570054054401,2.3,0.5,294.03383080746386,20.551949106066516
LP_0341          ,314.8606,44.9353,0.08,166,-3.403,0.336,-4.392,0.349,0.286,0.064, -37.841,  0.901,  6,2692,242,7.162,0.062,-0.1,0.088,2.028,0.072,clusters2/LP_0341.dat          ,                        ,314.8606,44.9353,LP_0341,0.2403044299320038,0.2073337591943183,3.0,0.5,314.8678254992911,44.939712606306124
LP_0344          ,321.9222,49.6953,0.128,500,-3.937,0.287,-4.851,0.266,0.359,0.099, -41.093,  0.240,  2,1908,146,7.878,0.23,-0.045,0.054,2.445,0.067,clusters2/LP_0344.dat          ,                        ,321.9222,49.6953,LP_0344,0.0350143378129885,-0.1414586194230978,3.1,0.8,321.9238253506464,49.69105209456156
LP_0368          ,97.1001,17.7325,0.213,836,0.002,0.278,-0.891,0.49,0.224,0.084,  48.980,  0.903,  9,3055,129,7.747,0.292,-0.267,0.038,1.387,0.05,clusters2/LP_0368.dat          ,                        ,97.1001,17.7325,LP_0368,-0.6105261179987274,-0.4849100876848524,7.8,0.7,97.08807919032445,17.723405263758035
LP_0373          ,105.5792,-1.8397,0.114,317,-0.943,0.277,0.783,0.265,0.241,0.083,  68.222,  1.103,  2,3115,90,8.228,0.25,-0.225,0.066,1.201,0.074,clusters2/LP_0373.dat          ,                        ,105.5792,-1.8397,LP_0373,0.1599263487233884,-0.5448421325008503,4.8,0.5,105.58214314027846,-1.8497215561146374
LP_0434          ,240.4252,-52.1201,0.063,208,-4.89,0.274,-5.358,0.231,0.41,0.103, -45.963, 17.023,  2,2526,138,9.041,0.03,0.019,0.064,3.304,0.057,clusters2/LP_0434.dat          ,                        ,240.4252,-52.1201,LP_0434,-0.0239961274421736,0.2878898982747744,2.2,0.5,240.42431367590925,-52.11356995860457
LP_0436          ,251.0479,-44.1164,0.051,275,-2.434,0.327,-3.861,0.289,0.254,0.101, -49.177,  1.071,  3,2680,332,8.764,0.585,0.169,0.118,3.29,0.144,clusters2/LP_0436.dat          ,                        ,251.0479,-44.1164,LP_0436,-0.1321442421379535,0.1131328682907888,1.9,0.5,251.04396506126045,-44.11398126236462
LP_0458          ,280.1049,-3.7563,0.126,135,0.319,0.28,-1.605,0.241,0.365,0.042,  15.034,  0.671,  3,1613,191,8.265,0.572,0.148,0.161,2.908,0.128,clusters2/LP_0458.dat          ,                        ,280.1049,-3.7563,LP_0458,-0.0187104611206097,0.2430415329047059,2.8,0.5,280.10423395671853,-3.747666860171896
LP_0503          ,306.3755,40.8642,0.112,201,-2.988,0.354,-4.525,0.448,0.484,0.09,        ,       ,   ,1770,83,6.979,0.052,-0.074,0.115,2.837,0.076,clusters2/LP_0503.dat          ,                        ,306.3755,40.8642,LP_0503,0.1984276805602558,0.4778789053128465,2.4,0.9,306.38399533616337,40.87966886625535
LP_0506          ,310.3637,46.1367,0.072,193,-2.257,0.197,-4.443,0.285,0.388,0.101, -26.189,  0.810,  2,2165,134,7.096,0.064,-0.065,0.102,2.171,0.09,clusters2/LP_0506.dat          ,                        ,310.3637,46.1367,LP_0506,0.3702713852656938,0.3833974086163989,2.1,0.5,310.37784390051036,46.14684557300212
LP_0613          ,61.5335,58.4195,0.125,352,-0.1,0.26,-0.01,0.386,0.216,0.092,        ,       ,   ,3164,263,7.362,0.316,-0.234,0.053,2.276,0.107,clusters2/LP_0613.dat          ,                        ,61.5335,58.4195,LP_0613,0.3703463614989477,-0.4331156587910918,5.3,0.8,61.546303192806946,58.4116562202684
LP_0665          ,108.6985,-26.2446,0.125,147,-1.972,0.213,2.725,0.224,0.25,0.06,        ,       ,   ,3419,203,9.043,0.072,-0.203,0.091,1.552,0.095,clusters2/LP_0665.dat          ,                        ,108.6985,-26.2446,LP_0665,0.0133834373721164,-0.079670786434896,6.4,0.5,108.69875006055155,-26.245935126959242
LP_0672          ,112.0197,-28.0649,0.136,114,-1.474,0.286,2.545,0.458,0.227,0.032,  65.086,  0.721,  3,3825,340,9.229,0.189,-0.177,0.14,0.789,0.201,clusters2/LP_0672.dat          ,                        ,112.0197,-28.0649,LP_0672,0.1244894048965665,1.7666365825330796,6.2,0.5,112.02181272851843,-28.038437023377472
LP_0676          ,149.023,-60.1759,0.047,111,-5.871,0.217,5.184,0.2,0.295,0.081,  -0.555,  0.922,  5,2411,148,9.516,0.049,-0.039,0.079,0.658,0.071,clusters2/LP_0676.dat          ,                        ,149.0231,-60.1759,LP_0676,-0.0897047349930684,-0.3771311594312951,1.6,0.5,149.01871247302844,-60.184862197017985
LP_0733          ,111.0706,-20.2451,0.114,314,-2.433,0.32,3.018,0.278,0.305,0.061,  56.303,  0.573,  2,2706,188,7.689,0.23,-0.112,0.084,1.036,0.053,clusters2/LP_0733.dat          ,                        ,111.0706,-20.2451,LP_0733,0.3591143367648257,0.0719409755664877,4.7,0.7,111.07870435036574,-20.243576563996577
LP_0780          ,148.3179,-57.4375,0.107,218,-5.6,0.264,3.538,0.249,0.323,0.064,   8.315,  1.050,  2,2136,163,8.012,0.244,0.011,0.083,1.801,0.103,clusters2/LP_0780.dat          ,                        ,148.3179,-57.4375,LP_0780,-0.3082398591731419,0.4186953997713996,3.0,0.5,148.30254260187314,-57.42626803638536
LP_0782          ,153.9732,-59.0329,0.054,145,-7.068,0.306,3.881,0.257,0.28,0.055,  17.051,  1.239,  2,2509,244,7.996,0.277,0.001,0.072,1.433,0.217,clusters2/LP_0782.dat          ,                        ,153.9733,-59.0329,LP_0782,-0.0664356940408215,-0.1546868626987194,2.1,0.5,153.97025120868747,-59.03643241147618
LP_0866          ,261.7651,-39.4033,0.047,135,2.938,0.213,0.477,0.19,0.377,0.092, -13.185,  1.132,  4,2233,181,9.465,0.063,0.094,0.066,2.184,0.073,clusters2/LP_0866.dat          ,                        ,261.7651,-39.4033,LP_0866,-0.1372372057426485,-0.3620501523982762,1.4,0.5,261.76054220909185,-39.41258963155843
LP_0921          ,35.5723,58.0007,0.16,201,-1.038,0.34,-0.364,0.289,0.271,0.056,        ,       ,   ,2675,182,8.196,0.563,-0.195,0.058,2.207,0.081,clusters2/LP_0921.dat          ,                        ,35.5723,58.0007,LP_0921,-0.4937705898498894,0.6455565303560675,5.6,0.5,35.552334020731955,58.014525601743905
LP_0939          ,116.4492,-25.5021,0.137,175,-1.933,0.287,2.886,0.322,0.233,0.034,        ,       ,   ,3321,188,7.451,0.203,-0.233,0.092,1.21,0.047,clusters2/LP_0939.dat          ,                        ,116.4492,-25.5021,LP_0939,-0.5846976728967572,-0.9736392004137588,5.1,0.5,116.43802197112696,-25.518897353442654
LP_0942          ,119.7341,-29.5674,0.185,631,-2.372,0.247,3.099,0.335,0.233,0.06,  68.405,  0.913,  5,3125,457,7.536,0.532,-0.196,0.081,1.506,0.313,clusters2/LP_0942.dat          ,                        ,119.7341,-29.5674,LP_0942,0.0914461600037963,0.2417906235192184,7.1,0.5,119.73602757678377,-29.562966839757717
LP_0967          ,120.1456,-30.9845,0.121,202,-2.528,0.293,3.118,0.242,0.24,0.046,        ,       ,   ,3265,215,7.254,0.268,-0.134,0.103,1.249,0.124,clusters2/LP_0967.dat          ,                        ,120.1456,-30.9845,LP_0967,1.6396693518206344,-0.9502300139265571,4.6,0.5,120.17916877458303,-31.00117075106636
LP_1036          ,164.5817,-60.7233,0.123,68,-5.937,0.251,2.202,0.227,0.267,0.022,        ,       ,   ,3261,271,8.378,0.834,0.155,0.164,1.417,0.32,clusters2/LP_1036.dat          ,                        ,164.5818,-60.7233,LP_1036,-1.416462623767198,0.3562759961390718,4.8,0.5,164.5308186374545,-60.71703059067071
LP_1049          ,160.5679,-59.9463,0.074,50,-5.927,0.534,2.519,0.205,0.309,0.031,  25.196,  0.860,  3,3098,135,6.93,0.209,0.191,0.238,0.945,0.366,clusters2/LP_1049.dat          ,                        ,160.568,-59.9463,LP_1049,-0.1608093097944598,-0.3680406167887797,2.9,0.5,160.56196026138124,-59.95310657220991
LP_1086          ,167.4412,-60.7189,0.072,198,-6.156,0.341,1.988,0.254,0.23,0.05,        ,       ,   ,3842,290,6.945,0.482,0.225,0.241,1.782,0.282,clusters2/LP_1086.dat          ,                        ,167.4413,-60.7189,LP_1086,-0.2958324193950359,0.1105216056133677,3.6,0.5,167.43218022409795,-60.7172514874408
LP_1103          ,170.5429,-61.5219,0.066,250,-5.778,0.45,1.413,0.237,0.274,0.056,        ,       ,   ,3257,327,6.897,0.12,0.045,0.173,2.314,0.042,clusters2/LP_1103.dat          ,                        ,170.543,-61.5219,LP_1103,0.0973487018605645,-0.4350328024675862,2.8,0.8,170.5464924022555,-61.52955286764056
LP_1115          ,178.8581,-62.9575,0.06,186,-5.861,0.352,0.698,0.273,0.229,0.052, -17.940,  0.504,  2,3868,208,7.04,0.47,0.351,0.142,1.703,0.099,clusters2/LP_1115.dat          ,                        ,178.8582,-62.9575,LP_1115,-0.1403174118663219,-0.0315452421549053,2.7,0.7,178.85352831561028,-62.95796719843919
LP_1120          ,177.8684,-62.823,0.066,145,-6.325,0.369,0.932,0.285,0.271,0.056,        ,       ,   ,3175,350,7.018,0.087,0.031,0.134,1.649,0.176,clusters2/LP_1120.dat          ,                        ,177.8685,-62.823,LP_1120,0.3594576221523988,0.1951415321804113,2.3,0.8,177.8826005363255,-62.81947777742182
LP_1142          ,197.6447,-63.3951,0.063,172,-6.405,0.265,-1.121,0.22,0.25,0.055,        ,       ,   ,4313,471,8.795,0.063,0.224,0.14,3.399,0.076,clusters2/LP_1142.dat          ,                        ,197.6448,-63.3951,LP_1142,-0.7150918982170307,-0.0042977420963659,3.8,0.5,197.6234877219492,-63.39515552079357
LP_1160          ,202.0965,-63.477,0.08,163,-6.829,0.417,-1.396,0.213,0.257,0.054,        ,       ,   ,3563,336,7.095,0.623,0.048,0.16,2.13,0.174,clusters2/LP_1160.dat          ,                        ,202.0966,-63.477,LP_1160,0.4772026566238265,0.6195434505664137,3.1,0.5,202.1136783500786,-63.467036235609676
LP_1174          ,219.3662,-61.0757,0.067,141,-5.3,0.272,-2.936,0.396,0.273,0.058, -61.452,  0.720,  2,3560,287,6.916,0.53,0.049,0.17,2.742,0.152,clusters2/LP_1174.dat          ,                        ,219.3662,-61.0757,LP_1174,-1.2669350992586257,-0.0539025835000899,3.0,0.5,219.32403963195495,-61.07656095920971
LP_1175          ,223.9009,-60.5244,0.055,191,-5.189,0.221,-3.356,0.341,0.289,0.106,        ,       ,   ,3202,256,6.749,0.07,0.165,0.106,3.504,0.084,clusters2/LP_1175.dat          ,                        ,223.9009,-60.5244,LP_1175,0.1882174226645316,0.2030402470200929,2.2,0.9,223.90774385249904,-60.52076667397409
LP_1199          ,263.3893,-34.4398,0.052,171,-0.584,0.272,-1.511,0.174,0.255,0.091, -12.020,  0.330,  7,3297,577,7.373,0.541,0.378,0.133,3.693,0.106,clusters2/LP_1199.dat          ,                        ,263.3893,-34.4398,LP_1199,0.0907308245314846,0.0397840548302337,2.5,0.7,263.39121182429017,-34.43910861162165
LP_1200          ,264.3375,-33.8505,0.044,103,-0.815,0.329,-2.009,0.2,0.261,0.084,        ,       ,   ,3870,599,8.894,0.085,0.343,0.095,3.723,0.115,clusters2/LP_1200.dat          ,                        ,264.3375,-33.8505,LP_1200,-0.2030348217642936,0.3414901473163887,2.7,0.5,264.33388073749705,-33.845444147577766
LP_1209          ,271.2959,-23.802,0.079,223,-0.147,0.298,-1.522,0.316,0.303,0.064,        ,       ,   ,2931,247,6.791,0.055,0.104,0.13,2.951,0.147,clusters2/LP_1209.dat          ,                        ,271.2959,-23.802,LP_1209,-0.2232932511005634,-0.139004676593017,3.2,0.5,271.2911291448275,-23.80471721812998
LP_1211          ,271.2358,-23.7088,0.109,161,-0.037,0.246,-1.531,0.347,0.367,0.039,  -0.076,  0.342,  4,2389,186,7.088,0.143,0.377,0.141,2.006,0.075,clusters2/LP_1211.dat          ,                        ,271.2358,-23.7088,LP_1211,-0.4727607394908784,-0.146845255623889,3.2,0.5,271.223416214366,-23.71232132120852
LP_1218          ,273.9659,-18.0917,0.047,168,-0.061,0.228,-1.22,0.307,0.357,0.089,        ,       ,   ,2578,201,6.892,0.443,0.259,0.17,2.662,0.191,clusters2/LP_1218.dat          ,                        ,273.9659,-18.0917,LP_1218,0.3463521518412049,-0.1772339433269469,1.5,0.8,273.97399818135966,-18.09563883686736
LP_1221          ,280.55,-6.2368,0.076,175,-0.515,0.24,-2.415,0.278,0.269,0.044,        ,       ,   ,2055,252,7.324,0.394,0.181,0.088,1.928,0.123,clusters2/LP_1221.dat          ,                        ,280.55,-6.2368,LP_1221,0.0570471244266128,0.3163855969417373,2.1,0.7,280.5515999828123,-6.227978800762516
